NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,EXT_SOURCE_2,EXT_SOURCE_3,AGE,ANCIENNITE,TARGET,PREDICTION
0,1,1,1,0,270000.0,490536.0,32067.0,0.6797644929208356,0.363945238612397,43.0,5.0,0,0.066129245
0,0,0,1,0,180000.0,225000.0,21361.5,0.6966443792018134,0.5779691187553125,45.0,6.0,0,0.021938214
0,0,1,0,1,157500.0,280170.0,28836.0,0.7068998275214804,0.7062051096536562,31.0,4.0,0,0.010407876
0,0,0,0,0,112500.0,675000.0,28597.5,0.594743173167228,0.7688075728291359,32.0,7.0,0,0.03251227
0,1,1,1,2,315000.0,545040.0,43191.0,0.5518974138607885,0.2512394458905693,47.0,10.0,0,0.15469706
0,1,1,0,0,135000.0,135000.0,7065.0,0.7373889965587873,0.7503751495159068,35.0,1.0,0,0.012425394
0,0,0,0,0,67500.0,247500.0,9171.0,0.7239430423781367,0.6528965519806539,29.0,2.0,0,0.0485709
1,1,0,0,0,427500.0,1350000.0,67500.0,0.703143452171378,0.7421816117614419,57.0,15.0,0,0.0007394454
0,0,1,1,1,450000.0,290358.0,28849.5,0.3930989218884444,0.3154721549257734,38.0,14.0,0,0.06822725
0,0,0,1,1,157500.0,612612.0,29601.0,0.5642631852113342,0.4031416766587513,42.0,0.0,0,0.08989386
0,1,1,1,0,315000.0,2025000.0,53419.5,0.3293645194582092,0.6512602186973006,30.0,7.0,0,0.01637503
0,0,0,1,0,135000.0,808650.0,31333.5,0.3631783221794129,0.7091891096653581,53.0,2.0,0,0.04816034
0,0,1,1,0,202500.0,900000.0,26446.5,0.5874335374507035,0.6971469077844458,51.0,7.0,0,0.02400827
0,1,1,0,0,225000.0,545040.0,20677.5,0.6301232460008961,0.2580842039460289,54.0,1.0,0,0.1270782
0,0,1,1,1,135000.0,361998.0,19768.5,0.6515545900420987,0.7165702448010511,44.0,1.0,0,0.024052367
0,0,0,0,0,135000.0,808650.0,31333.5,0.6482957431314235,0.1547436312725944,46.0,10.0,0,0.13704619
0,0,0,1,0,225000.0,452385.0,26100.0,0.2622710621886851,0.6246146584503397,57.0,7.0,0,0.051226903
0,1,1,1,1,90000.0,297000.0,25618.5,0.7374990807781056,0.3201633668633456,38.0,6.0,0,0.055512737
0,0,0,1,0,225000.0,796500.0,25825.5,0.5481197116243888,0.5388627065779676,24.0,4.0,0,0.04247414
0,1,0,0,0,292500.0,837000.0,24471.0,0.4783664917251032,0.1245194708919845,31.0,5.0,0,0.09557648
1,0,1,1,0,180000.0,630000.0,31500.0,0.7814475875173279,0.7091891096653581,36.0,2.0,0,0.0063242516
0,0,0,0,0,315000.0,675000.0,32602.5,0.4507306158570129,0.4578995512067301,50.0,3.0,0,0.07339035
0,1,1,0,0,112500.0,573628.5,26712.0,0.6905893108135239,0.6832688314232291,36.0,3.0,0,0.06756485
0,0,1,1,0,405000.0,1040463.0,36859.5,0.6373509799793644,0.746300213050371,37.0,2.0,0,0.030226221
0,1,0,0,1,157500.0,312768.0,18900.0,0.7109608784019691,0.6313545365850379,40.0,3.0,0,0.046328712
0,0,0,1,0,153000.0,665892.0,19597.5,0.455781185897264,0.6971469077844458,65.0,19.0,0,0.03907376
0,0,0,0,0,135000.0,270000.0,21330.0,0.4931905526635762,0.6195277080511546,24.0,2.0,0,0.06463897
0,1,1,1,1,216000.0,675000.0,32602.5,0.5404611804635304,0.7394117535524816,48.0,12.0,0,0.026186379
0,1,1,1,0,315000.0,781920.0,42547.5,0.2812111906442502,0.5082869913916046,59.0,4.0,0,0.07055181
0,1,0,1,0,225000.0,684657.0,29929.5,0.5536003179643616,0.8327850252992314,35.0,6.0,0,0.11346803
0,1,1,1,2,67500.0,225000.0,23755.5,0.5803834081647697,0.6706517530862718,34.0,13.0,0,0.02718518
0,0,0,0,2,112500.0,630000.0,22626.0,0.7049432526211744,0.5849900404894085,36.0,6.0,0,0.03175637
1,1,0,1,0,135000.0,202500.0,10125.0,0.7070991429492064,0.5567274263630174,45.0,3.0,0,0.019763868
0,0,0,1,0,103500.0,652500.0,25411.5,0.0250732658000624,0.4776491548517548,34.0,3.0,1,0.21622896
0,0,0,1,0,202500.0,993082.5,39514.5,0.7522402896178184,0.3409064264152384,46.0,9.0,0,0.03526631
0,1,1,1,1,211500.0,755190.0,38686.5,0.2598076423985638,0.6144143775673561,35.0,4.0,0,0.1059015
0,1,1,1,1,157500.0,528633.0,23413.5,0.6407909414292767,0.6528965519806539,32.0,8.0,0,0.03113063
0,0,0,0,0,76500.0,315000.0,16492.5,0.5935936639921973,0.746300213050371,30.0,6.0,0,0.051193662
0,0,0,0,0,112500.0,557770.5,20164.5,0.6282253002044904,0.5495965024956946,39.0,0.0,0,0.028392268
0,0,1,1,0,90000.0,568800.0,16299.0,0.6354838629429288,0.6178261467332483,30.0,2.0,0,0.016518196
1,1,0,1,1,225000.0,180000.0,9000.0,0.5308342658686789,0.6528965519806539,28.0,0.0,0,0.03019809
0,0,0,1,0,144000.0,225000.0,8613.0,0.7415931598648732,0.1054731864873376,48.0,3.0,0,0.17552204
0,0,0,0,0,117000.0,545040.0,20677.5,0.3525857311004714,0.5709165417729987,45.0,1.0,1,0.06340974
1,0,0,1,0,157500.0,450000.0,22500.0,0.2804383165895299,0.1624419982223248,48.0,6.0,0,0.09498823
0,1,1,1,2,315000.0,835380.0,40320.0,0.5879051326813854,0.7700870700124128,41.0,11.0,0,0.066101655
0,1,1,1,1,315000.0,1096020.0,56092.5,0.5975019456870035,0.5954562029091491,26.0,3.0,0,0.019302014
0,0,0,1,0,135000.0,170640.0,13612.5,0.4394161956137474,0.1198779608955348,24.0,5.0,1,0.12682351
0,0,0,1,1,180000.0,720000.0,21051.0,0.2331056493322453,0.4596904504249018,31.0,3.0,0,0.11236542
1,0,0,0,1,54000.0,180000.0,9000.0,0.6419729407321649,0.8193176922872417,43.0,8.0,0,0.010322764
0,0,0,1,0,198000.0,576837.0,22482.0,0.2665197753925157,0.4866531565147181,48.0,18.0,0,0.048644777
0,0,0,0,1,81000.0,157050.0,9621.0,0.7452678130027758,0.2525986978339766,35.0,14.0,0,0.027778838
0,0,0,1,1,360000.0,1029199.5,71761.5,0.4445559599655354,0.5638350489514956,47.0,1.0,0,0.028925143
0,1,1,1,0,292500.0,1288350.0,41562.0,0.5489699233166413,0.5849900404894085,31.0,9.0,0,0.05691177
0,1,1,0,1,180000.0,328365.0,32607.0,0.1116040029737056,0.7850520263728172,39.0,0.0,0,0.14199156
0,0,1,1,1,135000.0,1215000.0,46278.0,0.6208415057233073,0.6971469077844458,30.0,9.0,0,0.021846911
0,1,0,1,1,112500.0,583425.0,31779.0,0.6381996827967074,0.746300213050371,36.0,7.0,0,0.069935285
0,1,0,1,1,180000.0,592560.0,31153.5,0.5804952416005804,0.7136313997323308,34.0,1.0,0,0.094598405
0,1,1,1,1,180000.0,474048.0,24201.0,0.5047087414287903,0.7091891096653581,44.0,1.0,1,0.056478724
0,0,0,1,0,180000.0,1321020.0,37071.0,0.7171313487676378,0.7016957740576931,56.0,14.0,1,0.11142376
0,0,1,0,0,67500.0,312768.0,13774.5,0.6830779834885324,0.1176137317080569,33.0,2.0,0,0.13229117
0,0,1,1,2,85500.0,71955.0,7245.0,0.2652563401861944,0.5531646987710016,38.0,15.0,0,0.008785938
0,0,1,1,0,135000.0,454500.0,20020.5,0.5565652089997244,0.5424451438613613,44.0,6.0,0,0.023188217
0,0,0,0,1,135000.0,755190.0,36459.0,0.2453495532540649,0.3944954053123993,31.0,0.0,0,0.18842469
0,0,0,1,1,270000.0,1125171.0,47673.0,0.6443117114607789,0.6577838002083306,36.0,3.0,0,0.039273024
0,1,0,1,0,135000.0,1078200.0,31653.0,0.2908069361489799,0.524496446363472,33.0,6.0,0,0.14255849
0,1,1,1,0,135000.0,1862802.0,51354.0,0.2563533295437064,0.6545292802242897,46.0,23.0,0,0.02017525
0,0,0,1,0,90000.0,315000.0,35671.5,0.3145913338896423,0.7610263695502636,27.0,2.0,0,0.058995176
0,0,1,1,0,360000.0,990000.0,94131.0,0.766983035279848,0.5478104658520093,55.0,3.0,0,0.012992105
1,0,0,1,0,112500.0,315000.0,15750.0,0.1759264663468951,0.8128226070575616,43.0,11.0,0,0.03419477
0,0,0,1,0,360000.0,1169532.0,42138.0,0.7497909673556177,0.6212263380626669,59.0,1.0,0,0.013113808
0,0,1,0,0,202500.0,976135.5,52992.0,0.7548677608317735,0.8193176922872417,45.0,2.0,0,0.00462956
0,1,0,1,0,112500.0,143910.0,14233.5,0.7079543895211422,0.2735646775174348,42.0,6.0,0,0.08163898
0,0,1,0,2,166500.0,729000.0,37350.0,0.3384102041510845,0.4382813743111921,33.0,4.0,0,0.09904696
0,0,1,1,1,225000.0,990000.0,31936.5,0.5226357488826056,0.6722428897082422,35.0,7.0,0,0.034338642
0,0,0,0,0,112500.0,269550.0,12001.5,0.6181817608996014,0.7530673920730478,54.0,7.0,0,0.01649837
0,0,0,1,1,67500.0,135000.0,14670.0,0.2474040402236016,0.5779691187553125,26.0,2.0,0,0.057598338
0,0,0,0,1,112500.0,545040.0,26640.0,0.585848018574042,0.2091546988410069,28.0,1.0,0,0.31998748
0,0,0,1,1,135000.0,810441.0,58603.5,0.7160432837461602,0.5656079814115492,30.0,3.0,0,0.035688404
0,0,1,1,0,157500.0,714915.0,34524.0,0.4452094159708141,0.6545292802242897,35.0,10.0,1,0.049737252
0,0,0,1,0,112500.0,203760.0,20281.5,0.4399818705062658,0.6528965519806539,50.0,4.0,0,0.03615934
0,0,0,1,0,85500.0,203760.0,19849.5,0.6271930315407517,0.7688075728291359,68.0,9.0,0,0.021277498
0,0,0,1,0,180000.0,325908.0,14485.5,0.592707102947451,0.5082869913916046,29.0,1.0,0,0.056520626
1,0,1,1,0,72000.0,157500.0,7875.0,0.6423799544541322,0.3360615207658242,46.0,5.0,0,0.055637404
0,0,1,1,2,135000.0,544491.0,17563.5,0.6182282130727023,0.5849900404894085,38.0,8.0,0,0.023455234
0,0,1,1,1,112500.0,700830.0,22738.5,0.3933754569257602,0.2151824041847538,38.0,17.0,0,0.07500962
0,0,0,1,0,202500.0,1350000.0,39604.5,0.7823947193782458,0.5602843280409464,47.0,7.0,0,0.012737133
1,0,1,0,0,882000.0,900000.0,45000.0,0.7187476520318752,0.4578995512067301,27.0,3.0,0,0.008768816
0,0,0,1,0,112500.0,152820.0,17370.0,0.2806104448032344,0.4974688893052743,31.0,3.0,0,0.09357201
0,1,1,0,0,126000.0,468733.5,14715.0,0.0549092520396093,0.5136937663039473,61.0,5.0,0,0.14424446
0,1,0,1,0,180000.0,225000.0,12915.0,0.6875674290535971,0.1997705696341145,60.0,3.0,0,0.14199191
0,0,1,1,0,135000.0,792162.0,40576.5,0.3426333920934668,0.5691487713619409,42.0,22.0,0,0.06674132
0,0,0,0,0,112500.0,381528.0,18684.0,0.5938626782509017,0.3409064264152384,48.0,3.0,0,0.09215769
0,1,1,1,2,112500.0,805536.0,32076.0,0.585832101282146,0.746300213050371,36.0,7.0,0,0.015366308
0,0,0,1,0,112500.0,808650.0,26217.0,0.0855283873481599,0.7688075728291359,47.0,5.0,0,0.073932044
0,0,0,0,0,225000.0,555273.0,18040.5,0.4939175288047203,0.6075573001388961,28.0,1.0,0,0.07406318
0,0,0,1,0,135000.0,124380.0,12244.5,0.1613233413968571,0.7407990879702335,52.0,6.0,0,0.04251458
0,1,0,0,0,270000.0,900000.0,31887.0,0.7267094885587236,0.2392262794694045,39.0,3.0,0,0.082725815
0,1,1,1,1,211500.0,593010.0,23107.5,0.7426185137319093,0.4578995512067301,37.0,5.0,0,0.03716127
0,0,1,1,1,342000.0,2517300.0,66532.5,0.789843163996323,0.7969726818373722,40.0,9.0,0,0.009616003
0,0,0,1,0,112500.0,497520.0,53712.0,0.5204639696629946,0.8245949709919925,38.0,1.0,0,0.04167773
0,0,0,1,0,157500.0,360000.0,28570.5,0.6612062869077696,0.1841161559307151,25.0,4.0,0,0.10952014
0,0,0,1,0,180000.0,1113840.0,44302.5,0.5066164409625865,0.722392890081304,44.0,2.0,0,0.044787176
0,0,0,0,0,450000.0,1800000.0,74416.5,0.6142617753918796,0.4507472818545589,56.0,5.0,0,0.013383131
0,0,0,0,1,121500.0,288873.0,16713.0,0.7537248748098618,0.5673792367572691,44.0,23.0,0,0.012489029
1,0,0,1,1,135000.0,405000.0,20250.0,0.2955103775377856,0.4014074137749511,40.0,6.0,0,0.07828618
0,1,1,1,0,144000.0,247500.0,19683.0,0.2858978721410488,0.108924403541012,24.0,1.0,0,0.29521713
1,0,1,1,0,180000.0,1350000.0,67500.0,0.7326658880769141,0.3539876078507373,31.0,5.0,0,0.0023051987
0,0,0,1,0,180000.0,1453257.0,38335.5,0.7435786682725459,0.7421816117614419,52.0,5.0,0,0.0183148
0,1,1,1,3,180000.0,545040.0,19575.0,0.6515694837648275,0.4974688893052743,38.0,16.0,0,0.029750334
0,0,0,0,0,157500.0,254700.0,27558.0,0.6294655394356058,0.087304270713507,23.0,0.0,1,0.0979217
0,0,1,1,1,135000.0,835380.0,40320.0,0.4295677321001929,0.4543210601605785,31.0,3.0,0,0.09154109
0,1,0,0,0,270000.0,539100.0,29245.5,0.2858978721410488,0.2471909382666521,24.0,2.0,0,0.10625767
0,0,0,1,0,225000.0,755190.0,33394.5,0.6647583999906862,0.5406544504453575,62.0,12.0,0,0.02863869
0,1,0,1,0,148500.0,612000.0,39109.5,0.3689277001209589,0.3622772470384314,28.0,4.0,0,0.22047801
0,0,0,0,0,90000.0,848745.0,36090.0,0.6891202066329765,0.445396241560834,51.0,6.0,0,0.050318416
0,1,1,1,0,270000.0,1187370.0,112738.5,0.3542247319929012,0.7910749129911773,43.0,3.0,0,0.01016709
1,1,0,1,0,112500.0,270000.0,13500.0,0.5688920596346809,0.7281412993111438,50.0,1.0,0,0.055836942
1,0,0,1,2,67500.0,180000.0,9000.0,0.1377488994034981,0.6479768603302221,30.0,1.0,0,0.055839505
1,0,0,1,4,157500.0,180000.0,9000.0,0.4553906752416975,0.6894791426446275,35.0,4.0,0,0.034511946
0,1,0,0,1,270000.0,260640.0,28197.0,0.6450580709979324,0.5136937663039473,36.0,3.0,0,0.06405371
0,0,0,0,0,90000.0,1007352.0,33421.5,0.6716861044689021,0.3791004853998145,43.0,12.0,0,0.07668315
0,0,0,1,1,315000.0,184500.0,19867.5,0.6223588509307746,0.2910973802776635,42.0,5.0,0,0.033571772
0,1,1,0,2,135000.0,67500.0,7762.5,0.5429964327150694,0.3825018041447388,33.0,0.0,0,0.030353965
0,0,0,1,1,94500.0,225000.0,12694.5,0.1875687499914168,0.4848514754962666,40.0,5.0,0,0.13059251
0,0,0,0,2,139500.0,180000.0,14220.0,0.6006585195473835,0.2750003523983893,35.0,3.0,0,0.096787505
0,0,0,1,0,135000.0,1061572.5,45108.0,0.5235576825141498,0.5226973172821112,46.0,1.0,0,0.08044501
1,1,0,1,0,225000.0,202500.0,10125.0,0.7097595869380648,0.511891801533151,31.0,4.0,0,0.035234883
1,0,0,1,0,135000.0,157500.0,7875.0,0.4707001289470649,0.7981372313187245,58.0,30.0,0,0.01832181
0,0,0,1,0,117000.0,417024.0,18499.5,0.4099598281748416,0.7121551551910698,60.0,4.0,0,0.044705883
0,1,1,0,0,225000.0,1305000.0,38155.5,0.6067324993766504,0.5406544504453575,53.0,2.0,0,0.09039284
0,0,0,1,0,157500.0,195543.0,15579.0,0.7274645119563982,0.4686596550493113,41.0,8.0,1,0.033056572
0,1,1,0,1,225000.0,537471.0,55201.5,0.5345902595586458,0.7281412993111438,26.0,1.0,0,0.03153527
0,0,0,1,1,130500.0,545040.0,26509.5,0.1317580780618618,0.1674084472266241,29.0,5.0,1,0.4343193
0,1,1,1,0,315000.0,710640.0,74754.0,0.7288971856927592,0.6212263380626669,43.0,1.0,0,0.017921507
0,0,1,0,0,315000.0,675000.0,49248.0,0.2833643583190248,0.6940926425266661,32.0,10.0,0,0.023239749
0,1,0,1,0,202500.0,545040.0,35617.5,0.0751147081700272,0.1704461230452281,42.0,3.0,0,0.49174586
0,1,0,1,1,270000.0,450000.0,27324.0,0.6550711276284358,0.190705947811054,37.0,1.0,0,0.20970042
0,1,1,1,0,225000.0,283585.5,22536.0,0.6577589976622946,0.5814837058057234,52.0,8.0,0,0.060124874
0,0,0,1,0,112500.0,274500.0,10476.0,0.6545224654232363,0.3392876999089139,43.0,4.0,0,0.0585354
0,0,1,1,1,189000.0,254700.0,20250.0,0.4298303143240357,0.5709165417729987,27.0,3.0,0,0.08264268
0,0,0,1,0,135000.0,188460.0,8428.5,0.6222920350945638,0.4650692149562261,38.0,5.0,0,0.07158872
0,0,0,1,2,126000.0,1130548.5,40738.5,0.7582548375464725,0.6832688314232291,42.0,10.0,0,0.01724651
0,1,1,1,0,135000.0,986553.0,28845.0,0.2430128333854134,0.7623356180684377,32.0,0.0,0,0.077235915
0,0,0,0,1,270000.0,755190.0,30078.0,0.4494370506711652,0.7136313997323308,40.0,6.0,0,0.08705985
0,1,1,1,0,202500.0,1078200.0,28570.5,0.5833840328135151,0.3441550073724169,56.0,21.0,0,0.087170236
0,0,0,1,0,135000.0,168102.0,16753.5,0.0365329711408115,0.4848514754962666,47.0,4.0,0,0.18387325
0,0,1,1,0,61200.0,152820.0,10341.0,0.3950988103543479,0.7610263695502636,40.0,11.0,0,0.008665465
0,1,0,0,0,180000.0,298512.0,21852.0,0.6016599551428159,0.4294236843421945,42.0,8.0,1,0.1279842
0,0,0,1,0,112500.0,619965.0,18256.5,0.629990723757851,0.4722533429586386,50.0,15.0,0,0.037105177
0,1,1,1,0,202500.0,779688.0,37638.0,0.5948591212186094,0.2009260877159709,27.0,5.0,0,0.16865648
0,0,1,1,0,148500.0,742500.0,31590.0,0.6317119786845224,0.1951984060044098,47.0,2.0,0,0.14597672
0,0,0,1,0,112500.0,351000.0,17068.5,0.5757324984191821,0.6594055320683344,46.0,12.0,0,0.03918814
0,1,1,1,1,247500.0,148500.0,13747.5,0.3378816483224356,0.4400578303966329,35.0,15.0,0,0.042804215
0,0,0,1,0,225000.0,1024740.0,52452.0,0.6759060650608597,0.4031416766587513,52.0,13.0,0,0.04736146
0,0,0,0,1,90000.0,450000.0,34825.5,0.3826583065943624,0.6940926425266661,25.0,5.0,0,0.10182878
0,0,0,0,0,157500.0,1381113.0,36562.5,0.6411633306548088,0.6785676886853644,37.0,1.0,0,0.045045253
0,1,0,1,0,135000.0,271066.5,16380.0,0.5673629218322912,0.2721336844147212,51.0,29.0,1,0.09684607
0,0,0,1,0,360000.0,1051294.5,30870.0,0.538869462133503,0.5406544504453575,38.0,7.0,0,0.04915484
